,transcription_factor,auROC,auPRC,iters_tested,iters_train_valid,iters_trained,min_delta,patience,train_time,valid_losses,Unnamed: 0,auPRC_bestmodel,auPRC_earlystop,auROC_bestmodel,auROC_earlystop,iters_trained_bestmodel,iters_trained_max,iters_trained_total,validation_freq,valid_chr,path_name
634,PHF8,,,10000.0,5000.0,,0.01,4.0,17056.302777726203,"[<tf.Tensor: shape=(), dtype=float32, numpy=44.098408>, <tf.Tensor: shape=(), dtype=float32, numpy=12.574811>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0066595>, <tf.Tensor: shape=(), dtype=float32, numpy=4.5068774>, <tf.Tensor: shape=(), dtype=float32, numpy=4.2707615>, <tf.Tensor: shape=(), dtype=float32, numpy=4.202816>, <tf.Tensor: shape=(), dtype=float32, numpy=4.1375313>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0391626>, <tf.Tensor: shape=(), dtype=float32, numpy=3.976857>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0213213>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9156485>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9013867>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9104738>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9992015>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8735723>, <tf.Tensor: shape=(), dtype=float32, numpy=3.96706>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8642468>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8421345>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8152761>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8405852>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8309991>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8011231>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7886195>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7761898>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8008337>]",0.0,0.6849428326230698,0.7066836097303073,0.9985008464120736,0.9980656854025001,4600.0,5000.0,5000.0,200.0,chr22,PHF8_early_stop_5000_train_5000_sample_chr22_4_2_4_16Aug2020_1629_5000.csv
635,NR2C2,,,10000.0,1000.0,,0.0,4.0,4088.79933934845,"[<tf.Tensor: shape=(), dtype=float32, numpy=37.371655>, <tf.Tensor: shape=(), dtype=float32, numpy=11.526982>, <tf.Tensor: shape=(), dtype=float32, numpy=7.393165>, <tf.Tensor: shape=(), dtype=float32, numpy=5.0606437>, <tf.Tensor: shape=(), dtype=float32, numpy=4.07501>, <tf.Tensor: shape=(), dtype=float32, numpy=3.770129>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6618364>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6879597>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5850415>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5449374>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5282998>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5327656>, <tf.Tensor: shape=(), dtype=float32, numpy=3.509105>, <tf.Tensor: shape=(), dtype=float32, numpy=3.491057>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4319322>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3966825>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4048965>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3773062>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3157744>, <tf.Tensor: shape=(), dtype=float32, numpy=3.248771>, <tf.Tensor: shape=(), dtype=float32, numpy=3.358878>, <tf.Tensor: shape=(), dtype=float32, numpy=3.216214>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1934776>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1907535>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0984898>]",0.0,0.4166666666666666,0.30952380952380953,0.9997499499899979,0.9996499299859972,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_1000_4_0_02Aug2020_0802_1000.csv
636,NR2C2,,,10000.0,1000.0,,0.001,4.0,4032.8444741312414,"[<tf.Tensor: shape=(), dtype=float32, numpy=45.886257>, <tf.Tensor: shape=(), dtype=float32, numpy=11.190552>, <tf.Tensor: shape=(), dtype=float32, numpy=7.015191>, <tf.Tensor: shape=(), dtype=float32, numpy=4.974006>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9821937>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6923153>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6521363>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6293316>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5690508>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5203507>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5071793>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6242979>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4832337>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4627998>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4157164>, <tf.Tensor: shape=(), dtype=float32, numpy=3.421563>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4536552>, <tf.Tensor: shape=(), dtype=float32, numpy=3.363454>, <tf.Tensor: shape=(), dtype=float32, numpy=3.29125>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2721434>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2686508>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2138793>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2176766>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2070127>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0943081>]",0.0,0.5833333333333333,0.3333333333333333,0.9998999799959992,0.9996999399879976,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_1000_4_3_02Aug2020_0802_1000.csv
637,NR2C2,,,10000.0,1000.0,,0.0,5.0,3977.6510057104747,"[<tf.Tensor: shape=(), dtype=float32, numpy=44.073902>, <tf.Tensor: shape=(), dtype=float32, numpy=10.555251>, <tf.Tensor: shape=(), dtype=float32, numpy=6.4567266>, <tf.Tensor: shape=(), dtype=float32, numpy=4.775113>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9906363>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7214425>, <tf.Tensor: shape=(), dtype=float32, numpy=3.623261>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6306212>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5458272>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5330582>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4923959>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5753188>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4983237>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4594944>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4263742>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3962514>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3690722>, <tf.Tensor: shape=(), dtype=float32, numpy=3.35913>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3246374>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2870536>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2911637>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2775702>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2578804>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1989653>, <tf.Tensor: shape=(), dtype=float32, numpy=3.199873>]",0.0,0.3666666666666667,0.1736111111111111,0.999749949989998,0.9992998599719944,4600.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_1000_5_0_02Aug2020_0802_1000.csv
638,NR2C2,,,10000.0,1000.0,,0.001,5.0,3952.020474757999,"[<tf.Tensor: shape=(), dtype=float32, numpy=44.355343>, <tf.Tensor: shape=(), dtype=float32, numpy=10.684>, <tf.Tensor: shape=(), dtype=float32, numpy=6.658808>, <tf.Tensor: shape=(), dtype=float32, numpy=4.876168>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0368185>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7079327>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6311083>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6137648>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5640543>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5331163>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5175889>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6533437>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5480115>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4839613>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4575655>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4539833>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4062588>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4161031>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3481753>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3176005>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3398442>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2676158>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2339647>, <tf.Tensor: shape=(), dtype=float32, numpy=3.187456>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1625485>]",0.0,0.2083333333333333,0.15,0.9993498699739948,0.9990998199639928,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_1000_5_3_02Aug2020_0802_1000.csv
639,NR2C2,,,10000.0,5000.0,,0.0,4.0,16904.340717474,"[<tf.Tensor: shape=(), dtype=float32, numpy=50.207214>, <tf.Tensor: shape=(), dtype=float32, numpy=11.162639>, <tf.Tensor: shape=(), dtype=float32, numpy=6.817571>, <tf.Tensor: shape=(), dtype=float32, numpy=4.709534>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9715505>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7046442>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6147418>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6137915>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5242593>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4848683>, <tf.Tensor: shape=(), dtype=float32, numpy=3.47067>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4604173>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4324305>, <tf.Tensor: shape=(), dtype=float32, numpy=3.357485>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3218458>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2931328>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2664833>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2662938>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2149692>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1463492>, <tf.Tensor: shape=(), dtype=float32, numpy=3.154474>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1499267>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0591486>, <tf.Tensor: shape=(), dtype=float32, numpy=3.039183>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0031254>]",0.0,0.45,0.5833333333333333,0.9997999599919984,0.9998999799959992,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_4_0_02Aug2020_0802_5000.csv
640,NR2C2,,,10000.0,5000.0,,0.001,5.0,19471.487260805443,"[<tf.Tensor: shape=(), dtype=float32, numpy=44.6191>, <tf.Tensor: shape=(), dtype=float32, numpy=10.460294>, <tf.Tensor: shape=(), dtype=float32, numpy=6.217888>, <tf.Tensor: shape=(), dtype=float32, numpy=4.6683373>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0387053>, <tf.Tensor: shape=(), dtype=float32, numpy=3.7006187>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6175735>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5811>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4855077>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4566371>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4264863>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4202414>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3741777>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3658383>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2996335>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2750869>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2566018>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2722552>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1794438>, <tf.Tensor: shape=(), dtype=float32, numpy=3.136941>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1252391>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0801778>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0391517>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0443823>, <tf.Tensor: shape=(), dtype=float32, numpy=2.9520297>]",0.0,0.2,0.22619047619047614,0.9993998799759952,0.9994998999799959,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_5_3_02Aug2020_0802_5000.csv
641,NR2C2,,,10000.0,5000.0,,0.0,5.0,16602.12492224574,"[<tf.Tensor: shape=(), dtype=float32, numpy=39.409126>, <tf.Tensor: shape=(), dtype=float32, numpy=9.982275>, <tf.Tensor: shape=(), dtype=float32, numpy=6.0141087>, <tf.Tensor: shape=(), dtype=float32, numpy=4.3845625>, <tf.Tensor: shape=(), dtype=float32, numpy=3.816653>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6408093>, <tf.Tensor: shape=(), dtype=float32, numpy=3.580386>, <tf.Tensor: shape=(), dtype=float32, numpy=3.543679>, <tf.Tensor: shape=(), dtype=float32, numpy=3.478625>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4438257>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4276905>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4864235>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3917649>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3349571>, <tf.Tensor: shape=(), dtype=float32, numpy=3.319943>, <tf.Tensor: shape=(), dtype=float32, numpy=3.307257>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2721283>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2339013>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2088282>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1572726>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1440597>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1426663>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1191018>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0656624>, <tf.Tensor: shape=(), dtype=float32, numpy=2.983162>]",0.0,0.1625,0.325,0.999249849969994,0.9996999399879976,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_5_0_02Aug2020_0802_5000.csv
642,NR2C2,,,10000.0,5000.0,,0.001,4.0,16791.423698333092,"[<tf.Tensor: shape=(), dtype=float32, numpy=45.71486>, <tf.Tensor: shape=(), dtype=float32, numpy=9.961735>, <tf.Tensor: shape=(), dtype=float32, numpy=6.108687>, <tf.Tensor: shape=(), dtype=float32, numpy=4.5105243>, <tf.Tensor: shape=(), dtype=float32, numpy=3.8837461>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6490257>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5841985>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5697>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5126429>, <tf.Tensor: shape=(), dtype=float32, numpy=3.467486>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4451563>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5063164>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4080117>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3443437>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3253043>, <tf.Tensor: shape=(), dtype=float32, numpy=3.288907>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2701654>, <tf.Tensor: shape=(), dtype=float32, numpy=3.29559>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1969573>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1626446>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2181602>, <tf.Tensor: shape=(), dtype=float32, numpy=3.12157>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1002905>, <tf.Tensor: shape=(), dtype=float32, numpy=3.028893>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0680585>]",0.0,0.26785714285714285,0.4166666666666666,0.9995999199839968,0.9997999599919984,4600.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_4_3_02Aug2020_0802_5000.csv
643,NR2C2,,,10000.0,5000.0,,0.0,4.0,16442.142374931835,"[<tf.Tensor: shape=(), dtype=float32, numpy=44.359417>, <tf.Tensor: shape=(), dtype=float32, numpy=10.5239315>, <tf.Tensor: shape=(), dtype=float32, numpy=6.6365266>, <tf.Tensor: shape=(), dtype=float32, numpy=4.735862>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9173024>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6925454>, <tf.Tensor: shape=(), dtype=float32, numpy=3.593966>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5968466>, <tf.Tensor: shape=(), dtype=float32, numpy=3.497202>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4734476>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4377007>, <tf.Tensor: shape=(), dtype=float32, numpy=3.496814>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3859403>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3632965>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3092902>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3284357>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2865055>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2566984>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2323327>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1798167>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2962878>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1531558>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1636403>, <tf.Tensor: shape=(), dtype=float32, numpy=3.056225>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0297399>]",0.0,0.4166666666666666,0.19642857142857145,0.9997999599919984,0.9993998799759952,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_sample_4_0_0_12Aug2020_1224_5000.csv
644,NR2C2,,,10000.0,5000.0,,0.0,4.0,16845.40777343791,"[<tf.Tensor: shape=(), dtype=float32, numpy=42.74911>, <tf.Tensor: shape=(), dtype=float32, numpy=10.782009>, <tf.Tensor: shape=(), dtype=float32, numpy=6.517029>, <tf.Tensor: shape=(), dtype=float32, numpy=4.8476434>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0268435>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6665688>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5651062>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5608613>, <tf.Tensor: shape=(), dtype=float32, numpy=3.485381>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4303207>, <tf.Tensor: shape=(), dtype=float32, numpy=3.396135>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4876316>, <tf.Tensor: shape=(), dtype=float32, numpy=3.348252>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3097293>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2690973>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2402954>, <tf.Tensor: shape=(), dtype=float32, numpy=3.240248>, <tf.Tensor: shape=(), dtype=float32, numpy=3.205755>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1972098>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1318073>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1388054>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0462568>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0516832>, <tf.Tensor: shape=(), dtype=float32, numpy=2.9985735>, <tf.Tensor: shape=(), dtype=float32, numpy=3.095596>]",0.0,0.18333333333333332,0.29166666666666663,0.9993498699739948,0.9995999199839968,4600.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_sample_4_0_1_12Aug2020_1224_5000.csv
645,NR2C2,,,10000.0,5000.0,,0.0,4.0,16766.236115518026,"[<tf.Tensor: shape=(), dtype=float32, numpy=47.685905>, <tf.Tensor: shape=(), dtype=float32, numpy=10.7190485>, <tf.Tensor: shape=(), dtype=float32, numpy=6.3812256>, <tf.Tensor: shape=(), dtype=float32, numpy=4.74452>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0947495>, <tf.Tensor: shape=(), dtype=float32, numpy=3.782611>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6509075>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6432977>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5206852>, <tf.Tensor: shape=(), dtype=float32, numpy=3.464293>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4316828>, <tf.Tensor: shape=(), dtype=float32, numpy=3.639279>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4271126>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3659136>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2892306>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2515697>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2363167>, <tf.Tensor: shape=(), dtype=float32, numpy=3.203305>, <tf.Tensor: shape=(), dtype=float32, numpy=3.17834>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1858227>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1463995>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0819552>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0520706>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0616972>, <tf.Tensor: shape=(), dtype=float32, numpy=2.9781675>]",0.0,0.18333333333333332,0.22619047619047614,0.9993498699739948,0.9994998999799959,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_sample_4_0_2_12Aug2020_1224_5000.csv
646,NR2C2,,,10000.0,5000.0,,0.0,4.0,17007.80902526807,"[<tf.Tensor: shape=(), dtype=float32, numpy=43.03864>, <tf.Tensor: shape=(), dtype=float32, numpy=11.383147>, <tf.Tensor: shape=(), dtype=float32, numpy=7.0116873>, <tf.Tensor: shape=(), dtype=float32, numpy=4.8615255>, <tf.Tensor: shape=(), dtype=float32, numpy=4.0003967>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6650915>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5739655>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5380204>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5023372>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4539022>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4031656>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4447734>, <tf.Tensor: shape=(), dtype=float32, numpy=3.388907>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3047297>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2524261>, <tf.Tensor: shape=(), dtype=float32, numpy=3.233712>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2745824>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1871603>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1339636>, <tf.Tensor: shape=(), dtype=float32, numpy=3.122914>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0497255>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0027595>, <tf.Tensor: shape=(), dtype=float32, numpy=3.02037>, <tf.Tensor: shape=(), dtype=float32, numpy=2.9820228>, <tf.Tensor: shape=(), dtype=float32, numpy=2.9631505>]",0.0,0.24285714285714285,0.18333333333333332,0.9995499099819964,0.9993498699739948,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_sample_4_0_4_12Aug2020_1224_5000.csv
647,NR2C2,,,10000.0,5000.0,,0.0,4.0,20088.513614529744,"[<tf.Tensor: shape=(), dtype=float32, numpy=49.095486>, <tf.Tensor: shape=(), dtype=float32, numpy=10.623116>, <tf.Tensor: shape=(), dtype=float32, numpy=7.0689797>, <tf.Tensor: shape=(), dtype=float32, numpy=4.826396>, <tf.Tensor: shape=(), dtype=float32, numpy=3.9421391>, <tf.Tensor: shape=(), dtype=float32, numpy=3.6779296>, <tf.Tensor: shape=(), dtype=float32, numpy=3.582935>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5856645>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5238953>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4700274>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4536126>, <tf.Tensor: shape=(), dtype=float32, numpy=3.5244496>, <tf.Tensor: shape=(), dtype=float32, numpy=3.4046023>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3505304>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3300703>, <tf.Tensor: shape=(), dtype=float32, numpy=3.3127778>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2856593>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2677228>, <tf.Tensor: shape=(), dtype=float32, numpy=3.2122526>, <tf.Tensor: shape=(), dtype=float32, numpy=3.19402>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1692898>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1296024>, <tf.Tensor: shape=(), dtype=float32, numpy=3.1044037>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0592988>, <tf.Tensor: shape=(), dtype=float32, numpy=3.0124068>]",0.0,0.19642857142857145,0.4166666666666666,0.9993998799759952,0.9997999599919984,4800.0,5000.0,5000.0,200.0,chr1,NR2C2_early_stop_5000_train_5000_sample_4_0_3_12Aug2020_1224_5000.csv
